Age,Age_Group,Attrition,Attrition_Flag,Department,JobRole,JobLevel,BusinessTravel,Gender,MaritalStatus,EducationField,Education,MonthlyIncome,Income_Band,PercentSalaryHike,StockOptionLevel,JobSatisfaction,JobSatisfaction_Label,EnvironmentSatisfaction,RelationshipSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,DistanceFromHome,YearsAtCompany,Tenure_Group,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,PerformanceRating,TrainingTimesLastYear
46,4. Age 45-54,No,0,Sales,Manager,4,Travel_Rarely,Female,Married,Life Sciences,3,16606,4. Above $10K,12,1,2,2 - Medium,3,4,3,4,No,3,13,5. 10+ Years,12,5,1,23,8,3,2
35,3. Age 35-44,No,0,Research & Development,Healthcare Representative,3,Travel_Rarely,Female,Single,Life Sciences,3,8606,3. $6K-$10K,19,0,2,2 - Medium,4,4,2,1,No,16,11,5. 10+ Years,8,3,3,11,1,3,3
23,1. Under 25,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Male,Single,Life Sciences,1,2272,1. Under $3K,14,0,3,3 - High,1,2,3,3,No,20,4,3. 3-5 Years,3,1,2,5,0,3,2
40,3. Age 35-44,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Single,Life Sciences,4,2018,1. Under $3K,14,0,1,1 - Low,4,2,3,1,No,9,5,3. 3-5 Years,4,1,0,15,3,3,3
34,2. Age 25-34,No,0,Sales,Sales Executive,3,Travel_Rarely,Male,Married,Technical Degree,3,7083,3. $6K-$10K,14,0,3,3 - High,4,4,2,3,Yes,1,10,4. 5-10 Years,9,8,6,10,1,3,3
31,2. Age 25-34,Yes,1,Research & Development,Research Scientist,1,Travel_Frequently,Female,Single,Life Sciences,3,4084,2. $3K-$6K,12,0,3,3 - High,4,1,3,1,No,3,7,4. 5-10 Years,2,7,7,7,1,3,2
50,4. Age 45-54,No,0,Research & Development,Research Director,4,Travel_Frequently,Male,Single,Medical,5,14411,4. Above $10K,13,0,4,4 - Very High,3,4,1,3,Yes,22,32,5. 10+ Years,6,13,9,32,1,3,2
34,2. Age 25-34,No,0,Sales,Sales Representative,1,Travel_Rarely,Male,Married,Technical Degree,2,2308,1. Under $3K,25,1,3,3 - High,2,2,3,3,Yes,7,11,5. 10+ Years,10,5,7,12,0,4,4
42,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Medical,3,4841,2. $3K-$6K,14,1,2,2 - Medium,3,2,2,3,No,2,1,1. 0-1 Years,0,0,0,4,4,3,3
37,3. Age 35-44,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Male,Married,Medical,3,4285,2. $3K-$6K,17,0,4,4 - Very High,1,1,3,3,No,13,10,4. 5-10 Years,8,3,7,10,1,3,2
29,2. Age 25-34,No,0,Research & Development,Healthcare Representative,2,Travel_Rarely,Female,Married,Other,1,9715,3. $6K-$10K,13,1,1,1 - Low,3,3,1,3,No,8,7,4. 5-10 Years,7,0,7,9,3,3,3
33,2. Age 25-34,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Single,Life Sciences,3,4320,2. $3K-$6K,13,0,2,2 - Medium,4,4,2,3,No,25,5,3. 3-5 Years,3,0,2,5,1,3,2
45,4. Age 45-54,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Technical Degree,3,2132,1. Under $3K,20,1,4,4 - Very High,4,4,3,3,No,28,5,3. 3-5 Years,4,0,3,8,4,4,3
42,3. Age 35-44,No,0,Research & Development,Healthcare Representative,3,Travel_Frequently,Male,Married,Life Sciences,3,10124,4. Above $10K,14,1,4,4 - Very High,4,3,3,1,Yes,2,20,5. 10+ Years,8,13,9,24,2,3,3
40,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Medical,2,5473,2. $3K-$6K,12,0,1,1 - Low,1,4,3,4,No,9,8,4. 5-10 Years,4,7,1,9,0,3,5
33,2. Age 25-34,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Male,Married,Life Sciences,4,5207,2. $3K-$6K,12,1,3,3 - High,2,2,3,3,Yes,28,15,5. 10+ Years,14,5,7,15,1,3,3
40,3. Age 35-44,No,0,Human Resources,Manager,4,Travel_Rarely,Male,Single,Medical,2,16437,4. Above $10K,21,0,4,4 - Very High,3,4,3,3,Yes,6,21,5. 10+ Years,7,7,7,21,1,4,2
24,1. Under 25,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Divorced,Technical Degree,2,2296,1. Under $3K,14,3,1,1 - Low,3,2,2,3,No,21,1,1. 0-1 Years,1,0,0,2,0,3,3
40,3. Age 35-44,No,0,Research & Development,Healthcare Representative,2,Non-Travel,Male,Divorced,Life Sciences,2,4069,2. $3K-$6K,18,0,4,4 - Very High,4,3,3,3,Yes,8,2,2. 1-3 Years,2,2,2,8,3,3,2
45,4. Age 45-54,No,0,Research & Development,Healthcare Representative,3,Travel_Rarely,Male,Divorced,Technical Degree,4,7441,3. $6K-$10K,12,3,2,2 - Medium,1,1,3,3,No,1,10,4. 5-10 Years,8,7,7,10,1,3,4
35,3. Age 35-44,No,0,Sales,Sales Representative,1,Travel_Rarely,Female,Married,Life Sciences,4,2430,1. Under $3K,23,2,3,3 - High,2,1,2,3,No,28,5,3. 3-5 Years,3,4,2,6,0,4,5
32,2. Age 25-34,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Female,Married,Life Sciences,2,5878,2. $3K-$6K,12,1,2,2 - Medium,4,1,2,3,No,5,7,4. 5-10 Years,1,2,5,12,3,3,2
36,3. Age 35-44,No,0,Sales,Sales Representative,1,Travel_Rarely,Male,Single,Life Sciences,4,2644,1. Under $3K,21,0,4,4 - Very High,3,4,3,2,Yes,2,3,2. 1-3 Years,2,1,2,7,3,4,3
48,4. Age 45-54,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Divorced,Life Sciences,4,6439,3. $6K-$10K,14,1,3,3 - High,3,3,3,3,No,16,8,4. 5-10 Years,7,7,7,18,8,3,2
29,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Life Sciences,3,2451,1. Under $3K,18,2,3,3 - High,3,1,4,2,No,9,1,1. 0-1 Years,0,0,0,5,6,3,2
33,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Life Sciences,4,6392,3. $6K-$10K,13,1,1,1 - Low,1,4,3,1,No,8,2,2. 1-3 Years,2,2,2,8,2,3,6
30,2. Age 25-34,Yes,1,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Life Sciences,3,9714,3. $6K-$10K,11,1,1,1 - Low,2,4,2,3,No,1,10,4. 5-10 Years,8,6,7,10,1,3,4
38,3. Age 35-44,No,0,Human Resources,Human Resources,2,Travel_Frequently,Male,Married,Human Resources,4,6077,3. $6K-$10K,11,0,3,3 - High,3,3,3,3,No,10,6,4. 5-10 Years,3,1,2,10,3,3,2
35,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Single,Medical,3,2450,1. Under $3K,19,0,1,1 - Low,4,2,2,3,No,1,3,2. 1-3 Years,0,1,2,3,1,3,3
30,2. Age 25-34,No,0,Sales,Sales Executive,3,Travel_Rarely,Male,Married,Technical Degree,4,9250,3. $6K-$10K,12,1,2,2 - Medium,3,2,3,3,No,29,4,3. 3-5 Years,2,1,3,9,3,3,3
35,3. Age 35-44,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Divorced,Life Sciences,3,2074,1. Under $3K,12,1,1,1 - Low,1,4,3,3,Yes,2,1,1. 0-1 Years,0,0,0,1,1,3,2
53,4. Age 45-54,Yes,1,Research & Development,Manufacturing Director,3,Travel_Rarely,Female,Married,Technical Degree,5,10169,4. Above $10K,16,1,4,4 - Very High,3,2,2,3,No,2,33,5. 10+ Years,7,1,9,34,0,3,4
38,3. Age 35-44,Yes,1,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Married,Medical,3,4855,2. $3K-$6K,11,2,2,2 - Medium,3,1,3,3,No,2,5,3. 3-5 Years,2,1,4,7,4,3,2
32,2. Age 25-34,No,0,Research & Development,Research Scientist,2,Non-Travel,Male,Married,Technical Degree,4,4087,2. $3K-$6K,14,1,1,1 - Low,4,2,3,2,No,1,6,4. 5-10 Years,5,1,2,9,4,3,3
48,4. Age 45-54,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Other,4,2367,1. Under $3K,12,1,1,1 - Low,3,4,3,2,No,15,8,4. 5-10 Years,2,7,6,10,8,3,3
34,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Medical,4,2972,1. Under $3K,13,0,4,4 - Very High,1,3,3,1,No,7,1,1. 0-1 Years,0,0,0,1,1,3,4
55,5. Age 55+,No,0,Sales,Manager,5,Travel_Rarely,Male,Married,Marketing,5,19586,4. Above $10K,21,1,4,4 - Very High,3,3,2,3,No,26,36,5. 10+ Years,6,2,13,36,1,4,3
34,2. Age 25-34,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Male,Married,Life Sciences,4,5484,2. $3K-$6K,17,1,4,4 - Very High,2,2,3,2,No,1,2,2. 1-3 Years,2,2,1,9,9,3,3
26,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Life Sciences,3,2061,1. Under $3K,21,0,4,4 - Very High,1,1,3,3,No,3,1,1. 0-1 Years,0,0,0,1,1,4,5
38,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Life Sciences,3,9924,3. $6K-$10K,11,1,2,2 - Medium,3,4,3,3,No,14,9,4. 5-10 Years,8,7,7,10,0,3,3
38,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Single,Life Sciences,3,4198,2. $3K-$6K,12,0,2,2 - Medium,2,2,3,4,No,16,3,2. 1-3 Years,2,1,2,8,2,3,5
36,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Single,Life Sciences,4,6815,3. $6K-$10K,13,0,3,3 - High,2,1,3,3,No,1,1,1. 0-1 Years,0,0,0,15,6,3,5
29,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Single,Medical,1,4723,2. $3K-$6K,18,0,1,1 - Low,2,4,3,3,Yes,3,10,4. 5-10 Years,9,1,5,10,1,3,3
35,3. Age 35-44,No,0,Research & Development,Healthcare Representative,2,Travel_Rarely,Female,Single,Medical,4,6142,3. $6K-$10K,16,0,3,3 - High,1,3,3,3,Yes,10,5,3. 3-5 Years,2,0,4,10,3,3,4
39,3. Age 35-44,No,0,Sales,Sales Executive,3,Travel_Rarely,Male,Married,Medical,3,8237,3. $6K-$10K,11,1,3,3 - High,4,1,4,3,No,6,7,4. 5-10 Years,6,7,6,11,2,3,3
29,2. Age 25-34,No,0,Research & Development,Healthcare Representative,2,Travel_Frequently,Male,Divorced,Life Sciences,1,8853,3. $6K-$10K,19,1,4,4 - Very High,1,4,3,4,No,2,6,4. 5-10 Years,4,1,3,6,1,3,0
50,4. Age 45-54,No,0,Sales,Manager,5,Travel_Rarely,Male,Married,Marketing,3,19331,4. Above $10K,16,1,3,3 - High,3,3,3,3,Yes,9,1,1. 0-1 Years,0,0,0,27,4,3,2
23,1. Under 25,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Technical Degree,3,2073,1. Under $3K,16,1,3,3 - High,4,4,4,3,No,10,2,2. 1-3 Years,2,2,2,4,2,3,2
36,3. Age 35-44,No,0,Research & Development,Laboratory Technician,2,Travel_Frequently,Male,Married,Life Sciences,4,5562,2. $3K-$6K,13,1,1,1 - Low,1,4,4,3,Yes,6,3,2. 1-3 Years,2,0,2,9,3,3,3
42,3. Age 35-44,No,0,Research & Development,Manager,5,Travel_Rarely,Male,Single,Other,2,19613,4. Above $10K,22,0,4,4 - Very High,4,4,2,3,No,9,1,1. 0-1 Years,0,0,1,24,8,4,2
35,3. Age 35-44,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Male,Married,Life Sciences,3,3407,2. $3K-$6K,17,2,3,3 - High,2,4,4,2,No,28,10,4. 5-10 Years,9,6,8,10,1,3,3
34,2. Age 25-34,No,0,Research & Development,Healthcare Representative,2,Travel_Frequently,Male,Married,Technical Degree,4,5063,2. $3K-$6K,14,1,3,3 - High,4,2,2,2,No,10,8,4. 5-10 Years,2,7,7,8,1,3,3
40,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Married,Life Sciences,2,4639,2. $3K-$6K,15,1,1,1 - Low,4,3,3,3,No,14,5,3. 3-5 Years,4,1,2,5,1,3,2
43,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Divorced,Technical Degree,3,4876,2. $3K-$6K,12,1,2,2 - Medium,4,3,4,3,No,27,6,4. 5-10 Years,4,0,2,8,5,3,0
35,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Life Sciences,2,2690,1. Under $3K,18,1,4,4 - Very High,3,4,2,2,No,7,1,1. 0-1 Years,0,0,1,1,1,3,5
46,4. Age 45-54,No,0,Sales,Manager,4,Travel_Rarely,Male,Single,Life Sciences,4,17567,4. Above $10K,15,0,1,1 - Low,4,2,4,1,No,1,26,5. 10+ Years,0,0,12,27,1,3,5
28,2. Age 25-34,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Medical,3,2408,1. Under $3K,17,3,2,2 - Medium,3,3,3,3,Yes,24,1,1. 0-1 Years,1,0,0,1,1,3,3
22,1. Under 25,No,0,Research & Development,Research Scientist,1,Non-Travel,Female,Married,Other,2,2814,1. Under $3K,14,0,3,3 - High,2,2,2,2,Yes,26,4,3. 3-5 Years,2,1,3,4,1,3,2
50,4. Age 45-54,No,0,Research & Development,Healthcare Representative,4,Travel_Frequently,Male,Married,Medical,5,11245,4. Above $10K,15,1,3,3 - High,2,3,3,3,Yes,20,30,5. 10+ Years,8,12,13,32,2,3,3
32,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Other,4,3312,2. $3K-$6K,17,2,4,4 - Very High,2,4,4,3,No,5,3,2. 1-3 Years,2,0,2,6,3,3,3
44,3. Age 35-44,No,0,Research & Development,Research Director,5,Travel_Rarely,Female,Divorced,Medical,3,19049,4. Above $10K,14,1,4,4 - Very High,2,4,3,2,Yes,7,22,5. 10+ Years,7,1,10,23,0,3,4
30,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Medical,3,2141,1. Under $3K,12,1,2,2 - Medium,2,2,2,2,No,7,6,4. 5-10 Years,4,1,1,6,1,3,3
45,4. Age 45-54,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Female,Single,Medical,5,5769,2. $3K-$6K,14,0,1,1 - Low,3,1,1,3,Yes,5,10,4. 5-10 Years,7,1,4,10,1,3,3
45,4. Age 45-54,No,0,Sales,Sales Executive,2,Non-Travel,Male,Married,Marketing,3,4385,2. $3K-$6K,15,1,1,1 - Low,1,1,2,3,No,26,10,4. 5-10 Years,7,4,5,10,1,3,2
31,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Frequently,Male,Single,Other,4,5332,2. $3K-$6K,13,0,1,1 - Low,4,4,3,3,No,2,5,3. 3-5 Years,2,0,3,10,7,3,3
36,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Female,Married,Life Sciences,4,4663,2. $3K-$6K,12,2,3,3 - High,3,2,3,3,Yes,12,3,2. 1-3 Years,2,1,1,7,9,3,2
34,2. Age 25-34,No,0,Research & Development,Manufacturing Director,2,Travel_Frequently,Male,Divorced,Life Sciences,4,4724,2. $3K-$6K,13,1,4,4 - Very High,3,1,4,3,No,10,9,4. 5-10 Years,7,7,2,9,1,3,3
49,4. Age 45-54,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Married,Life Sciences,4,3211,2. $3K-$6K,14,1,1,1 - Low,3,4,3,2,No,25,9,4. 5-10 Years,6,1,4,10,1,3,3
39,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Married,Medical,5,5377,2. $3K-$6K,13,3,1,1 - Low,2,4,3,3,No,10,7,4. 5-10 Years,7,7,7,10,2,3,3
27,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Divorced,Other,3,4066,2. $3K-$6K,11,2,1,1 - Low,4,1,2,3,No,19,7,4. 5-10 Years,7,0,7,7,1,3,3
35,3. Age 35-44,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Male,Married,Life Sciences,5,5208,2. $3K-$6K,11,0,1,1 - Low,2,4,4,3,No,18,16,5. 10+ Years,15,1,10,16,1,3,2
28,2. Age 25-34,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Female,Divorced,Medical,3,4877,2. $3K-$6K,21,1,1,1 - Low,2,2,1,2,No,27,5,3. 3-5 Years,3,0,0,6,0,4,5
21,1. Under 25,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Medical,1,3117,2. $3K-$6K,18,0,4,4 - Very High,3,3,3,3,No,5,2,2. 1-3 Years,2,2,2,3,1,3,2
18,1. Under 25,Yes,1,Sales,Sales Representative,1,Travel_Frequently,Female,Single,Medical,2,1569,1. Under $3K,12,0,4,4 - Very High,2,3,3,4,Yes,3,0,1. 0-1 Years,0,0,0,0,1,3,2
47,4. Age 45-54,No,0,Human Resources,Manager,5,Travel_Rarely,Female,Married,Life Sciences,4,19658,4. Above $10K,11,1,3,3 - High,4,3,3,3,No,26,5,3. 3-5 Years,2,1,0,27,3,3,2
39,3. Age 35-44,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Male,Divorced,Medical,2,3069,2. $3K-$6K,15,1,3,3 - High,3,4,2,3,No,3,10,4. 5-10 Years,8,0,7,11,0,3,3
40,3. Age 35-44,No,0,Research & Development,Manufacturing Director,3,Travel_Rarely,Female,Married,Life Sciences,3,10435,4. Above $10K,13,2,3,3 - High,1,4,2,3,No,15,18,5. 10+ Years,15,14,12,18,1,3,2
35,3. Age 35-44,No,0,Research & Development,Healthcare Representative,2,Non-Travel,Female,Married,Life Sciences,4,4148,2. $3K-$6K,12,1,3,3 - High,3,4,3,3,No,8,14,5. 10+ Years,11,2,9,15,1,3,5
37,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Married,Life Sciences,3,5768,2. $3K-$6K,17,3,3,3 - High,3,1,3,2,No,19,4,3. 3-5 Years,3,0,2,9,3,3,2
39,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Travel_Frequently,Female,Single,Medical,3,5042,2. $3K-$6K,13,0,3,3 - High,1,4,3,1,No,4,9,4. 5-10 Years,2,3,8,10,0,3,2
45,4. Age 45-54,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Female,Divorced,Other,2,5770,2. $3K-$6K,19,2,4,4 - Very High,4,1,2,3,No,2,10,4. 5-10 Years,7,3,9,10,1,3,3
38,3. Age 35-44,No,0,Research & Development,Manufacturing Director,3,Travel_Rarely,Female,Married,Medical,2,7756,3. $6K-$10K,19,1,3,3 - High,4,4,2,4,Yes,2,5,3. 3-5 Years,4,0,2,10,3,3,6
35,3. Age 35-44,Yes,1,Sales,Sales Executive,3,Travel_Rarely,Male,Married,Medical,3,10306,4. Above $10K,17,0,1,1 - Low,4,3,2,3,No,10,13,5. 10+ Years,12,6,0,15,9,3,3
37,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Medical,3,3936,2. $3K-$6K,11,1,2,2 - Medium,2,1,3,1,No,10,8,4. 5-10 Years,4,7,7,8,1,3,2
40,3. Age 35-44,No,0,Research & Development,Manufacturing Director,3,Travel_Rarely,Female,Single,Life Sciences,3,7945,3. $6K-$10K,15,0,4,4 - Very High,3,4,3,2,Yes,16,4,3. 3-5 Years,2,3,3,18,6,3,2
44,3. Age 35-44,No,0,Human Resources,Human Resources,2,Travel_Frequently,Male,Married,Human Resources,5,5743,2. $3K-$6K,11,0,4,4 - Very High,1,3,3,3,Yes,1,10,4. 5-10 Years,7,0,2,14,4,3,3
48,4. Age 45-54,No,0,Research & Development,Manager,4,Travel_Frequently,Male,Married,Medical,5,15202,4. Above $10K,25,1,4,4 - Very High,3,2,2,3,No,4,2,2. 1-3 Years,2,2,2,23,2,4,3
35,3. Age 35-44,Yes,1,Sales,Sales Executive,2,Travel_Rarely,Male,Divorced,Medical,2,5440,2. $3K-$6K,14,2,4,4 - Very High,1,4,1,2,Yes,15,2,2. 1-3 Years,2,2,2,7,6,3,2
24,1. Under 25,No,0,Research & Development,Research Scientist,1,Travel_Frequently,Female,Single,Technical Degree,1,3760,2. $3K-$6K,13,0,4,4 - Very High,1,3,3,3,Yes,2,6,4. 5-10 Years,3,1,3,6,1,3,2
27,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Medical,3,3517,2. $3K-$6K,17,0,3,3 - High,2,1,4,3,No,8,3,2. 1-3 Years,2,0,2,5,7,3,0
27,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Frequently,Male,Single,Medical,3,2580,1. Under $3K,13,0,4,4 - Very High,4,3,3,2,No,2,4,3. 3-5 Years,2,1,2,6,2,3,0
40,3. Age 35-44,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Single,Life Sciences,3,2166,1. Under $3K,14,0,1,1 - Low,1,2,3,1,Yes,7,4,3. 3-5 Years,2,0,3,10,3,3,3
29,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Single,Medical,3,5869,2. $3K-$6K,11,0,3,3 - High,3,3,2,3,No,10,5,3. 3-5 Years,2,1,4,8,9,3,2
36,3. Age 35-44,No,0,Research & Development,Healthcare Representative,3,Travel_Rarely,Female,Married,Life Sciences,4,8008,3. $6K-$10K,12,2,1,1 - Low,2,3,3,3,No,5,3,2. 1-3 Years,2,0,2,9,4,3,6
25,2. Age 25-34,No,0,Research & Development,Manufacturing Director,2,Travel_Frequently,Male,Divorced,Life Sciences,1,5206,2. $3K-$6K,17,2,3,3 - High,4,3,4,3,No,2,7,4. 5-10 Years,7,0,7,7,1,3,6
39,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Married,Medical,3,5295,2. $3K-$6K,21,0,2,2 - Medium,4,3,3,3,No,12,5,3. 3-5 Years,4,1,0,7,4,4,3
49,4. Age 45-54,No,0,Research & Development,Research Director,4,Travel_Rarely,Female,Married,Other,4,16413,4. Above $10K,16,2,2,2 - Medium,1,2,3,3,No,22,4,3. 3-5 Years,2,1,2,27,3,3,2
50,4. Age 45-54,No,0,Research & Development,Research Director,3,Travel_Rarely,Female,Divorced,Life Sciences,5,13269,4. Above $10K,15,3,1,1 - Low,4,3,2,3,No,17,14,5. 10+ Years,11,1,11,19,5,3,3
20,1. Under 25,No,0,Sales,Sales Representative,1,Travel_Rarely,Female,Single,Medical,3,2783,1. Under $3K,19,0,3,3 - High,3,1,3,3,No,2,2,2. 1-3 Years,2,2,2,2,1,3,3
34,2. Age 25-34,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Female,Divorced,Life Sciences,3,5433,2. $3K-$6K,12,1,2,2 - Medium,4,3,3,3,No,3,11,5. 10+ Years,8,7,9,11,1,3,2
36,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Single,Life Sciences,3,2013,1. Under $3K,11,0,2,2 - Medium,1,3,3,3,No,7,4,3. 3-5 Years,3,1,3,15,2,3,4
49,4. Age 45-54,No,0,Research & Development,Healthcare Representative,4,Travel_Rarely,Female,Married,Life Sciences,1,13966,4. Above $10K,19,1,3,3 - High,3,2,2,3,Yes,6,15,5. 10+ Years,11,2,12,30,2,3,3
36,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Non-Travel,Female,Married,Medical,4,4374,2. $3K-$6K,15,0,3,3 - High,4,3,2,3,No,1,3,2. 1-3 Years,2,1,2,4,0,3,6
36,3. Age 35-44,No,0,Research & Development,Healthcare Representative,2,Travel_Rarely,Male,Divorced,Life Sciences,2,6842,3. $6K-$10K,20,1,1,1 - Low,4,1,4,3,No,3,5,3. 3-5 Years,4,0,4,13,6,4,3
54,4. Age 45-54,No,0,Research & Development,Manager,4,Travel_Rarely,Female,Married,Medical,5,17426,4. Above $10K,25,1,3,3 - High,2,3,3,3,No,22,10,4. 5-10 Years,8,4,7,36,3,4,6
43,3. Age 35-44,No,0,Research & Development,Research Director,4,Travel_Rarely,Male,Married,Life Sciences,2,17603,4. Above $10K,24,1,3,3 - High,3,1,2,3,No,15,14,5. 10+ Years,10,6,11,14,1,4,3
35,3. Age 35-44,Yes,1,Sales,Sales Executive,2,Travel_Frequently,Male,Single,Other,4,4581,2. $3K-$6K,24,0,4,4 - Very High,4,1,3,4,Yes,12,11,5. 10+ Years,9,6,7,13,3,4,2
38,3. Age 35-44,No,0,Research & Development,Research Scientist,2,Travel_Frequently,Male,Married,Life Sciences,3,4735,2. $3K-$6K,15,2,4,4 - Very High,4,4,3,4,No,1,13,5. 10+ Years,11,2,9,19,7,3,4
29,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Divorced,Medical,3,4187,2. $3K-$6K,13,1,2,2 - Medium,1,2,2,2,Yes,5,10,4. 5-10 Years,0,0,9,10,1,3,3
33,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Divorced,Medical,4,5505,2. $3K-$6K,14,2,4,4 - Very High,4,3,3,3,No,2,6,4. 5-10 Years,2,0,4,6,1,3,5
32,2. Age 25-34,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Male,Divorced,Medical,3,5470,2. $3K-$6K,13,2,2,2 - Medium,4,3,3,2,No,2,9,4. 5-10 Years,5,1,6,10,0,3,4
31,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Married,Life Sciences,4,5476,2. $3K-$6K,11,2,4,4 - Very High,1,1,3,3,No,5,10,4. 5-10 Years,0,0,2,10,1,3,2
49,4. Age 45-54,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Divorced,Medical,3,2587,1. Under $3K,16,1,1,1 - Low,4,2,3,2,Yes,16,2,2. 1-3 Years,2,2,2,17,4,3,2
38,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Frequently,Female,Single,Medical,3,2440,1. Under $3K,22,0,2,2 - Medium,4,2,2,3,No,2,4,3. 3-5 Years,3,3,3,4,1,4,3
47,4. Age 45-54,No,0,Sales,Manager,4,Travel_Rarely,Female,Divorced,Life Sciences,4,15972,4. Above $10K,14,3,2,2 - Medium,2,3,4,3,No,2,3,2. 1-3 Years,2,1,2,29,6,3,2
49,4. Age 45-54,No,0,Research & Development,Manager,4,Travel_Rarely,Male,Single,Life Sciences,3,15379,4. Above $10K,14,0,3,3 - High,3,1,3,3,No,1,8,4. 5-10 Years,7,0,0,23,4,3,2
41,3. Age 35-44,No,0,Sales,Sales Executive,3,Travel_Rarely,Male,Single,Life Sciences,2,7082,3. $6K-$10K,16,0,3,3 - High,4,4,3,3,Yes,23,2,2. 1-3 Years,0,0,2,21,3,3,2
20,1. Under 25,No,0,Sales,Sales Representative,1,Travel_Rarely,Male,Single,Life Sciences,1,2728,1. Under $3K,11,0,1,1 - Low,4,1,3,3,No,9,2,2. 1-3 Years,2,0,2,2,1,3,3
